turno_ordinal,turn_id,classe_turno,modulo,elegibilidade,consulta_esperada,consulta_observada,efeito_esperado,efeito_observado,estado_ativacao,chamadas_detectadas,confianca_observacao,input_tokens_expostos_nao_aditivos,tokens_totais_expostos_nao_aditivos,tokens_totais_atribuidos_fracionados,tokens_uncached_atribuidos_fracionados_aprox,latencia_exposta_segundos_nao_aditiva,latencia_atribuida_fracionada_ms,par_preparar_concluir_exato
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,emergent_sidequest_authoring,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,active_sidequest_reassessment,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,transactional_sidequest_progress,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,sidequest_progression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,quest_rewards,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,canon_bridge,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,canonical_secret_quests,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,seven_names_migration_regression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,npc_social_initiative,indeterminada,,sim,,,observada,1,media,333782,337950,168975,5035,114.904,57452,sim
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,persistent_world_conditions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,reactive_pressure_routing,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,batch_world_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,adversarial_integrity,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
8,01a0920e-44da-7350-9689-089758c77525,avanco_comum,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,1,media,1150588,1159917,386639,10580,257.982,85994,nao
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,emergent_sidequest_authoring,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,active_sidequest_reassessment,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,transactional_sidequest_progress,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,sidequest_progression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,quest_rewards,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,canon_bridge,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,canonical_secret_quests,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,seven_names_migration_regression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,npc_social_initiative,indeterminada,,sim,,,observada,1,media,1150588,1159917,386639,10580,257.982,85994,nao
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,persistent_world_conditions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,reactive_pressure_routing,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,batch_world_boundary,indeterminada,,sim,,,observada,2,media,1150588,1159917,386639,10580,257.982,85994,nao
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,adversarial_integrity,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
9,01a09212-b6e6-7e20-9f46-6688a0abae9b,fronteira_temporal,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,4,media,4620090,4647705,387309,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,emergent_sidequest_authoring,indeterminada,,sim,,,observada,6,media,4620090,4647705,387309,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,active_sidequest_reassessment,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,transactional_sidequest_progress,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,sidequest_progression,indeterminada,,sim,,,observada,4,media,4620090,4647705,387308,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,quest_rewards,indeterminada,,sim,,,observada,8,media,4620090,4647705,387309,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,canon_bridge,indeterminada,,sim,,,observada,3,media,4620090,4647705,387309,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,canonical_secret_quests,indeterminada,,sim,,,observada,1,media,4620090,4647705,387309,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,seven_names_migration_regression,indeterminada,,sim,,,observada,1,media,4620090,4647705,387308,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,npc_social_initiative,indeterminada,,sim,,,observada,1,media,4620090,4647705,387309,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,persistent_world_conditions,indeterminada,,sim,,,observada,1,media,4620090,4647705,387309,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,reactive_pressure_routing,indeterminada,,sim,,,observada,1,media,4620090,4647705,387308,7322,687.962,57330,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,batch_world_boundary,indeterminada,,sim,,,observada,2,media,4620090,4647705,387309,7323,687.962,57331,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,adversarial_integrity,indeterminada,,sim,,,observada,6,media,4620090,4647705,387309,7323,687.962,57331,nao
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
10,01a09218-1258-7ff1-bba0-a9b544a96536,autoria_ou_terminal,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,2,media,2949079,2958132,268921,2393,253.269,23025,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,emergent_sidequest_authoring,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,active_sidequest_reassessment,indeterminada,,sim,,,observada,1,media,2949079,2958132,268922,2394,253.269,23025,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,transactional_sidequest_progress,indeterminada,,sim,,,observada,2,media,2949079,2958132,268921,2393,253.269,23024,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,sidequest_progression,indeterminada,,sim,,,observada,1,media,2949079,2958132,268921,2393,253.269,23024,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,quest_rewards,indeterminada,,sim,,,observada,2,media,2949079,2958132,268921,2393,253.269,23024,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,canon_bridge,indeterminada,,sim,,,observada,2,media,2949079,2958132,268921,2394,253.269,23025,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,canonical_secret_quests,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,seven_names_migration_regression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,npc_social_initiative,indeterminada,,sim,,,observada,1,media,2949079,2958132,268921,2393,253.269,23024,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,persistent_world_conditions,indeterminada,,sim,,,observada,1,media,2949079,2958132,268921,2393,253.269,23024,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,reactive_pressure_routing,indeterminada,,sim,,,observada,1,media,2949079,2958132,268921,2393,253.269,23024,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,batch_world_boundary,indeterminada,,sim,,,observada,4,media,2949079,2958132,268921,2394,253.269,23025,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,adversarial_integrity,indeterminada,,sim,,,observada,1,media,2949079,2958132,268921,2394,253.269,23025,nao
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
11,01a09229-f0d7-7330-a434-6eb9e1d3d848,fronteira_temporal,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,2,media,1137816,1144077,190680,35695,271.214,45202,nao
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,emergent_sidequest_authoring,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,active_sidequest_reassessment,indeterminada,,sim,,,observada,1,media,1137816,1144077,190680,35695,271.214,45203,nao
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,transactional_sidequest_progress,indeterminada,,sim,,,observada,3,media,1137816,1144077,190679,35694,271.214,45202,nao
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,sidequest_progression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,quest_rewards,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,canon_bridge,indeterminada,,sim,,,observada,1,media,1137816,1144077,190680,35695,271.214,45203,nao
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,canonical_secret_quests,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,seven_names_migration_regression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,npc_social_initiative,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,persistent_world_conditions,indeterminada,,sim,,,observada,1,media,1137816,1144077,190679,35695,271.214,45202,nao
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,reactive_pressure_routing,indeterminada,,sim,,,observada,1,media,1137816,1144077,190679,35694,271.214,45202,nao
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,batch_world_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,adversarial_integrity,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
12,01a093fb-aeb0-7383-9133-e6f934a3ec50,avanco_comum,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,2,media,512313,519533,86589,8522,201.93,33655,nao
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,emergent_sidequest_authoring,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,active_sidequest_reassessment,indeterminada,,sim,,,observada,2,media,512313,519533,86589,8522,201.93,33655,nao
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,transactional_sidequest_progress,indeterminada,,sim,,,observada,2,media,512313,519533,86588,8521,201.93,33655,nao
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,sidequest_progression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,quest_rewards,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,canon_bridge,indeterminada,,sim,,,observada,1,media,512313,519533,86589,8522,201.93,33655,nao
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,canonical_secret_quests,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,seven_names_migration_regression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,npc_social_initiative,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,persistent_world_conditions,indeterminada,,sim,,,observada,1,media,512313,519533,86589,8521,201.93,33655,nao
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,reactive_pressure_routing,indeterminada,,sim,,,observada,1,media,512313,519533,86589,8521,201.93,33655,nao
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,batch_world_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,adversarial_integrity,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
13,01a096d8-18d2-77a1-8573-077342631723,avanco_comum,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,2,media,332249,337487,67498,2680,141.451,28290,sim
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,emergent_sidequest_authoring,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,active_sidequest_reassessment,indeterminada,,sim,,,observada,1,media,332249,337487,67498,2681,141.451,28291,sim
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,transactional_sidequest_progress,indeterminada,,sim,,,observada,1,media,332249,337487,67497,2680,141.451,28290,sim
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,sidequest_progression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,quest_rewards,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,canon_bridge,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,canonical_secret_quests,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,seven_names_migration_regression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,npc_social_initiative,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,persistent_world_conditions,indeterminada,,sim,,,observada,1,media,332249,337487,67497,2680,141.451,28290,sim
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,reactive_pressure_routing,indeterminada,,sim,,,observada,1,media,332249,337487,67497,2680,141.451,28290,sim
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,batch_world_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,adversarial_integrity,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
14,01a096df-a471-75c0-9aab-7137159f07d0,mecanica,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,2,media,234880,238405,47681,2048,96.535,19307,sim
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,emergent_sidequest_authoring,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,active_sidequest_reassessment,indeterminada,,sim,,,observada,1,media,234880,238405,47681,2048,96.535,19307,sim
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,transactional_sidequest_progress,indeterminada,,sim,,,observada,1,media,234880,238405,47681,2048,96.535,19307,sim
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,sidequest_progression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,quest_rewards,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,sidequest_success_reactions,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,canon_bridge,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,canonical_secret_quests,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,seven_names_migration_regression,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,npc_social_initiative,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,world_local_incidents,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,persistent_world_conditions,indeterminada,,sim,,,observada,1,media,234880,238405,47681,2048,96.535,19307,sim
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,liveness_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,reactive_pressure_routing,indeterminada,,sim,,,observada,1,media,234880,238405,47681,2048,96.535,19307,sim
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,batch_world_boundary,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,secret_canon,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,adversarial_integrity,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,concurrent_adversarial_operations,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
15,01a096e5-b59d-7433-bd4a-c3a065520c0b,avanco_comum,underground_tournament,indeterminada,,nao,,,nao_observada,0,nao_aplicavel,0,0,0,0,,0,
16,01a096ea-a9e0-7f31-b91d-50596c5fa827,avanco_comum,emergent_sidequest_opportunity,indeterminada,,sim,,,observada,2,media,792297,797261,159452,3170,134.124,26825,sim
